"subj";"group";"tree";"cat";"rt"
7;0;1;3;620
7;0;1;3;489
7;0;1;3;571
7;0;1;3;795
7;0;1;3;863
8;0;0;0;686
8;0;0;0;533
8;0;0;0;710
8;0;0;0;531
8;0;0;0;583
8;0;0;0;541
8;0;0;0;625
8;0;0;0;578
8;0;0;0;621
8;0;0;0;513
8;0;0;0;1016
8;0;0;0;631
8;0;0;0;795
8;0;0;0;726
8;0;0;0;550
8;0;0;0;742
8;0;0;0;539
8;0;0;0;592
8;0;0;0;723
8;0;0;0;553
8;0;0;0;685
8;0;0;0;618
8;0;0;0;622
8;0;0;0;676
8;0;0;0;689
8;0;0;1;771
8;0;0;1;879
8;0;0;1;530
8;0;0;1;962
8;0;0;1;955
8;0;1;2;584
8;0;1;2;877
8;0;1;2;759
8;0;1;2;867
8;0;1;2;847
8;0;1;2;803
8;0;1;2;813
8;0;1;2;716
8;0;1;2;819
8;0;1;2;601
8;0;1;3;548
8;0;1;3;600
8;0;1;3;619
8;0;1;3;661
8;0;1;3;841
8;0;1;3;803
8;0;1;3;969
8;0;1;3;639
8;0;1;3;1201
8;0;1;3;620
8;0;1;3;850
8;0;1;3;610
8;0;1;3;510
8;0;1;3;532
8;0;1;3;678
8;0;1;3;620
8;0;1;3;829
8;0;1;3;739
8;0;1;3;619
8;0;1;3;555
9;0;0;0;1022
9;0;0;0;702
9;0;0;0;706
9;0;0;0;749
9;0;0;0;734
9;0;0;0;485
9;0;0;0;798
9;0;0;0;756
9;0;0;0;727
9;0;0;0;853
9;0;0;0;721
9;0;0;0;816
9;0;0;0;721
9;0;0;0;859
9;0;0;0;570
9;0;0;0;821
9;0;0;0;1070
9;0;0;0;889
9;0;0;0;573
9;0;0;0;691
9;0;0;0;668
9;0;0;0;1003
9;0;0;0;652
9;0;0;1;952
9;0;0;1;793
9;0;0;1;345
9;0;0;1;644
9;0;0;1;622
9;0;0;1;457
9;0;0;1;712
9;0;1;2;860
9;0;1;2;1059
9;0;1;2;874
9;0;1;2;951
9;0;1;3;686
9;0;1;3;651
9;0;1;3;688
9;0;1;3;510
9;0;1;3;601
9;0;1;3;721
9;0;1;3;562
9;0;1;3;498
9;0;1;3;298
9;0;1;3;746
9;0;1;3;520
9;0;1;3;305
9;0;1;3;758
9;0;1;3;727
9;0;1;3;509
9;0;1;3;439
9;0;1;3;791
9;0;1;3;658
9;0;1;3;1096
9;0;1;3;569
9;0;1;3;335
9;0;1;3;522
9;0;1;3;638
9;0;1;3;986
9;0;1;3;537
9;0;1;3;749
10;0;0;0;624
10;0;0;0;1025
10;0;0;0;944
10;0;0;0;385
10;0;0;0;680
10;0;0;0;1166
10;0;0;0;445
10;0;0;0;470
10;0;0;0;608
10;0;0;0;740
10;0;0;0;798
10;0;0;0;609
10;0;0;0;537
10;0;0;0;541
10;0;0;0;807
10;0;0;0;671
10;0;0;0;822
10;0;0;0;693
10;0;0;0;663
10;0;0;0;554
10;0;0;0;399
10;0;0;0;635
10;0;0;1;777
10;0;0;1;1583
10;0;0;1;1406
10;0;0;1;1770
10;0;0;1;916
10;0;0;1;925
10;0;0;1;1030
10;0;0;1;1100
10;0;1;2;726
10;0;1;2;891
10;0;1;2;588
10;0;1;2;619
10;0;1;2;1081
10;0;1;3;744
10;0;1;3;945
10;0;1;3;712
10;0;1;3;813
10;0;1;3;1146
10;0;1;3;699
10;0;1;3;1190
10;0;1;3;638
10;0;1;3;880
10;0;1;3;862
10;0;1;3;1137
10;0;1;3;550
10;0;1;3;837
10;0;1;3;1380
10;0;1;3;495
10;0;1;3;528
10;0;1;3;746
10;0;1;3;699
10;0;1;3;823
10;0;1;3;635
10;0;1;3;714
10;0;1;3;705
10;0;1;3;823
10;0;1;3;930
10;0;1;3;662
11;0;0;0;827
11;0;0;0;604
11;0;0;0;942
11;0;0;0;726
11;0;0;0;674
11;0;0;0;698
11;0;0;0;1195
11;0;0;0;627
11;0;0;0;687
11;0;0;0;644
11;0;0;0;497
11;0;0;0;623
11;0;0;0;706
11;0;0;0;634
11;0;0;0;744
11;0;0;0;1034
11;0;0;0;796
11;0;0;0;649
11;0;0;0;632
11;0;0;0;631
11;0;0;0;741
11;0;0;0;644
11;0;0;1;1072
11;0;0;1;1489
11;0;0;1;876
11;0;0;1;1602
11;0;0;1;1306
11;0;0;1;547
11;0;0;1;790
11;0;0;1;1361
11;0;1;2;1064
11;0;1;2;854
11;0;1;2;821
11;0;1;2;808
11;0;1;2;734
11;0;1;3;855
11;0;1;3;514
11;0;1;3;588
11;0;1;3;620
11;0;1;3;819
11;0;1;3;836
11;0;1;3;741
11;0;1;3;486
11;0;1;3;509
11;0;1;3;578
11;0;1;3;1069
11;0;1;3;526
11;0;1;3;1054
11;0;1;3;581
11;0;1;3;872
11;0;1;3;1094
11;0;1;3;661
11;0;1;3;577
11;0;1;3;595
11;0;1;3;588
11;0;1;3;699
11;0;1;3;602
11;0;1;3;526
11;0;1;3;654
11;0;1;3;865
12;0;0;0;592
12;0;0;0;483
12;0;0;0;508
12;0;0;0;492
12;0;0;0;584
12;0;0;0;597
12;0;0;0;514
12;0;0;0;431
12;0;0;0;530
12;0;0;0;690
12;0;0;0;496
12;0;0;0;663
12;0;0;0;646
12;0;0;0;544
12;0;0;0;1089
12;0;0;0;705
12;0;0;0;543
12;0;0;0;676
12;0;0;0;860
12;0;0;0;704
12;0;0;0;611
12;0;0;0;563
12;0;0;1;1476
12;0;0;1;935
12;0;0;1;843
12;0;0;1;909
12;0;0;1;713
12;0;0;1;835
12;0;0;1;729
12;0;0;1;1098
12;0;1;2;631
12;0;1;2;607
12;0;1;2;604
12;0;1;3;700
12;0;1;3;1077
12;0;1;3;1049
12;0;1;3;702
12;0;1;3;984
12;0;1;3;609
12;0;1;3;654
12;0;1;3;524
12;0;1;3;924
12;0;1;3;743
12;0;1;3;530
12;0;1;3;546
12;0;1;3;626
12;0;1;3;731
12;0;1;3;1015
12;0;1;3;685
12;0;1;3;999
12;0;1;3;642
12;0;1;3;940
12;0;1;3;647
12;0;1;3;1167
12;0;1;3;750
12;0;1;3;658
12;0;1;3;638
12;0;1;3;834
12;0;1;3;631
12;0;1;3;554
13;0;0;0;490
13;0;0;0;685
13;0;0;0;495
13;0;0;0;553
13;0;0;0;721
13;0;0;0;676
13;0;0;0;590
13;0;0;0;758
13;0;0;0;456
13;0;0;0;805
13;0;0;0;758
13;0;0;0;547
13;0;0;0;614
13;0;0;0;663
13;0;0;0;883
13;0;0;0;547
13;0;0;0;822
13;0;0;0;1054
13;0;0;0;785
13;0;0;1;835
13;0;0;1;1018
13;0;0;1;895
13;0;0;1;832
13;0;0;1;715
13;0;0;1;1087
13;0;0;1;879
13;0;0;1;937
13;0;0;1;895
13;0;0;1;518
13;0;0;1;897
13;0;1;2;765
13;0;1;2;881
13;0;1;2;680
13;0;1;2;764
13;0;1;2;606
13;0;1;2;699
13;0;1;2;856
13;0;1;2;1012
13;0;1;2;724
13;0;1;2;475
13;0;1;2;472
13;0;1;3;605
13;0;1;3;695
13;0;1;3;1319
13;0;1;3;432
13;0;1;3;591
13;0;1;3;682
13;0;1;3;464
13;0;1;3;863
13;0;1;3;790
13;0;1;3;497
13;0;1;3;509
13;0;1;3;797
13;0;1;3;650
13;0;1;3;439
13;0;1;3;811
13;0;1;3;890
13;0;1;3;1674
13;0;1;3;762
13;0;1;3;552
14;0;0;0;828
14;0;0;0;679
14;0;0;0;624
14;0;0;0;925
14;0;0;0;857
14;0;0;0;755
14;0;0;0;641
14;0;0;0;632
14;0;0;0;598
14;0;0;0;579
14;0;0;0;806
14;0;0;0;651
14;0;0;0;847
14;0;0;0;568
14;0;0;0;731
14;0;0;0;540
14;0;0;0;612
14;0;0;0;602
14;0;0;1;718
14;0;0;1;864
14;0;0;1;722
14;0;0;1;828
14;0;0;1;653
14;0;0;1;979
14;0;0;1;809
14;0;0;1;687
14;0;0;1;841
14;0;0;1;1114
14;0;0;1;990
14;0;0;1;692
14;0;1;2;746
14;0;1;2;791
14;0;1;2;1138
14;0;1;2;723
14;0;1;2;903
14;0;1;2;707
14;0;1;2;729
14;0;1;2;730
14;0;1;3;602
14;0;1;3;652
14;0;1;3;697
14;0;1;3;501
14;0;1;3;540
14;0;1;3;666
14;0;1;3;687
14;0;1;3;582
14;0;1;3;699
14;0;1;3;1252
14;0;1;3;597
14;0;1;3;908
14;0;1;3;515
14;0;1;3;676
14;0;1;3;730
14;0;1;3;920
14;0;1;3;746
14;0;1;3;555
14;0;1;3;631
14;0;1;3;719
14;0;1;3;590
14;0;1;3;1069
15;0;0;0;662
15;0;0;0;601
15;0;0;0;1230
15;0;0;0;898
15;0;0;0;614
15;0;0;0;627
15;0;0;0;746
15;0;0;0;1009
15;0;0;0;1040
15;0;0;0;968
15;0;0;0;758
15;0;0;0;766
15;0;0;0;680
15;0;0;0;750
15;0;0;0;756
15;0;0;0;790
15;0;0;0;864
15;0;0;0;674
15;0;0;1;655
15;0;0;1;647
15;0;0;1;1620
15;0;0;1;1069
15;0;0;1;1418
15;0;0;1;1074
15;0;0;1;909
15;0;0;1;824
15;0;0;1;1382
15;0;0;1;807
15;0;0;1;750
15;0;0;1;883
15;0;1;2;961
15;0;1;2;1030
15;0;1;2;793
15;0;1;2;998
15;0;1;2;792
15;0;1;3;563
15;0;1;3;751
15;0;1;3;926
15;0;1;3;520
15;0;1;3;703
15;0;1;3;679
15;0;1;3;619
15;0;1;3;618
15;0;1;3;609
15;0;1;3;618
15;0;1;3;751
15;0;1;3;749
15;0;1;3;726
15;0;1;3;835
15;0;1;3;788
15;0;1;3;781
15;0;1;3;739
15;0;1;3;858
15;0;1;3;577
15;0;1;3;684
15;0;1;3;646
15;0;1;3;811
15;0;1;3;709
15;0;1;3;870
15;0;1;3;809
16;0;0;0;967
16;0;0;0;819
16;0;0;0;812
16;0;0;0;743
16;0;0;0;727
16;0;0;0;575
16;0;0;0;699
16;0;0;0;606
16;0;0;0;721
16;0;0;0;871
16;0;0;0;807
16;0;0;0;451
16;0;0;0;612
16;0;0;0;789
16;0;0;0;693
16;0;0;0;796
16;0;0;1;702
16;0;0;1;672
16;0;0;1;879
16;0;0;1;579
16;0;0;1;822
16;0;0;1;1197
16;0;0;1;766
16;0;0;1;608
16;0;0;1;589
16;0;0;1;676
16;0;0;1;591
16;0;0;1;751
16;0;0;1;624
16;0;0;1;827
16;0;1;2;707
16;0;1;2;674
16;0;1;2;829
16;0;1;2;682
16;0;1;2;541
16;0;1;2;813
16;0;1;3;583
16;0;1;3;776
16;0;1;3;1168
16;0;1;3;623
16;0;1;3;823
16;0;1;3;543
16;0;1;3;595
16;0;1;3;1219
16;0;1;3;685
16;0;1;3;473
16;0;1;3;909
16;0;1;3;507
16;0;1;3;1088
16;0;1;3;568
16;0;1;3;625
16;0;1;3;854
16;0;1;3;561
16;0;1;3;624
16;0;1;3;632
16;0;1;3;888
16;0;1;3;500
16;0;1;3;570
16;0;1;3;619
16;0;1;3;704
17;0;0;0;942
17;0;0;0;857
17;0;0;0;845
17;0;0;0;795
17;0;0;0;544
17;0;0;0;793
17;0;0;0;691
17;0;0;0;597
17;0;0;0;842
17;0;0;0;597
17;0;0;0;564
17;0;0;0;646
17;0;0;0;792
17;0;0;0;721
17;0;0;0;587
17;0;0;0;635
17;0;0;0;796
17;0;0;0;780
17;0;0;0;625
17;0;0;0;850
17;0;0;0;699
17;0;0;0;580
17;0;0;0;769
17;0;0;0;856
17;0;0;1;800
17;0;0;1;797
17;0;0;1;785
17;0;0;1;784
17;0;0;1;901
17;0;0;1;591
17;0;1;2;653
17;0;1;2;665
17;0;1;2;523
17;0;1;2;771
17;0;1;2;999
17;0;1;2;1287
17;0;1;2;740
17;0;1;2;999
17;0;1;3;621
17;0;1;3;702
17;0;1;3;702
17;0;1;3;737
17;0;1;3;1011
17;0;1;3;676
17;0;1;3;573
17;0;1;3;532
17;0;1;3;553
17;0;1;3;1198
17;0;1;3;582
17;0;1;3;856
17;0;1;3;1004
17;0;1;3;1286
17;0;1;3;439
17;0;1;3;1217
17;0;1;3;849
17;0;1;3;640
17;0;1;3;668
17;0;1;3;874
17;0;1;3;599
17;0;1;3;694
18;0;0;0;697
18;0;0;0;678
18;0;0;0;628
18;0;0;0;898
18;0;0;0;1220
18;0;0;0;799
18;0;0;0;526
18;0;0;0;815
18;0;0;0;740
18;0;0;0;740
18;0;0;0;1177
18;0;0;0;706
18;0;0;0;706
18;0;0;0;884
18;0;0;0;766
18;0;0;0;1036
18;0;0;0;729
18;0;0;0;647
18;0;0;0;597
18;0;0;0;580
18;0;0;1;426
18;0;0;1;882
18;0;0;1;471
18;0;0;1;687
18;0;0;1;563
18;0;0;1;689
18;0;0;1;469
18;0;0;1;959
18;0;0;1;1062
18;0;0;1;562
18;0;1;2;678
18;0;1;2;807
18;0;1;2;1069
18;0;1;2;818
18;0;1;2;835
18;0;1;3;802
18;0;1;3;609
18;0;1;3;224
18;0;1;3;608
18;0;1;3;442
18;0;1;3;888
18;0;1;3;514
18;0;1;3;710
18;0;1;3;447
18;0;1;3;416
18;0;1;3;499
18;0;1;3;381
18;0;1;3;739
18;0;1;3;492
18;0;1;3;770
18;0;1;3;511
18;0;1;3;428
18;0;1;3;396
18;0;1;3;658
18;0;1;3;447
18;0;1;3;470
18;0;1;3;701
18;0;1;3;659
18;0;1;3;337
18;0;1;3;442
19;0;0;0;620
19;0;0;0;785
19;0;0;0;720
19;0;0;0;703
19;0;0;0;778
19;0;0;0;817
19;0;0;0;807
19;0;0;0;518
19;0;0;0;628
19;0;0;0;964
19;0;0;0;520
19;0;0;0;703
19;0;0;0;452
19;0;0;0;671
19;0;0;0;724
19;0;0;0;663
19;0;0;0;1049
19;0;0;0;378
19;0;0;1;656
19;0;0;1;827
19;0;0;1;1350
19;0;0;1;1476
19;0;0;1;1185
19;0;0;1;527
19;0;0;1;722
19;0;0;1;1358
19;0;0;1;1072
19;0;0;1;678
19;0;0;1;944
19;0;0;1;454
19;0;1;2;1053
19;0;1;2;824
19;0;1;2;1076
19;0;1;2;1003
19;0;1;3;490
19;0;1;3;874
19;0;1;3;750
19;0;1;3;691
19;0;1;3;724
19;0;1;3;964
19;0;1;3;452
19;0;1;3;580
19;0;1;3;736
19;0;1;3;738
19;0;1;3;746
19;0;1;3;894
19;0;1;3;812
19;0;1;3;638
19;0;1;3;724
19;0;1;3;719
19;0;1;3;700
19;0;1;3;798
19;0;1;3;1035
19;0;1;3;470
19;0;1;3;323
19;0;1;3;1141
19;0;1;3;606
19;0;1;3;811
19;0;1;3;363
19;0;1;3;643
20;0;0;0;905
20;0;0;0;870
20;0;0;0;725
20;0;0;0;701
20;0;0;0;673
20;0;0;0;972
20;0;0;0;893
20;0;0;0;836
20;0;0;0;946
20;0;0;0;848
20;0;0;0;830
20;0;0;0;785
20;0;0;0;737
20;0;0;0;790
20;0;0;0;1026
20;0;0;0;685
20;0;0;0;846
20;0;0;0;683
20;0;0;0;848
20;0;0;0;673
20;0;0;0;764
20;0;0;0;880
20;0;0;1;1138
20;0;0;1;805
20;0;0;1;484
20;0;0;1;820
20;0;0;1;556
20;0;0;1;577
20;0;0;1;529
20;0;0;1;564
20;0;1;2;997
20;0;1;2;761
20;0;1;2;823
20;0;1;2;835
20;0;1;3;554
20;0;1;3;592
20;0;1;3;314
20;0;1;3;474
20;0;1;3;596
20;0;1;3;676
20;0;1;3;679
20;0;1;3;697
20;0;1;3;557
20;0;1;3;410
20;0;1;3;421
20;0;1;3;864
20;0;1;3;411
20;0;1;3;559
20;0;1;3;770
20;0;1;3;428
20;0;1;3;328
20;0;1;3;721
20;0;1;3;404
20;0;1;3;552
20;0;1;3;568
20;0;1;3;464
20;0;1;3;655
20;0;1;3;862
20;0;1;3;662
20;0;1;3;549
21;0;0;0;670
21;0;0;0;557
21;0;0;0;806
21;0;0;0;611
21;0;0;0;518
21;0;0;0;645
21;0;0;0;620
21;0;0;0;935
21;0;0;0;739
21;0;0;0;1121
21;0;0;0;854
21;0;0;0;930
21;0;0;0;669
21;0;0;0;681
21;0;0;0;851
21;0;0;0;736
21;0;0;0;485
21;0;0;0;794
21;0;0;0;1051
21;0;0;0;729
21;0;0;0;573
21;0;0;0;926
21;0;0;0;664
21;0;0;1;564
21;0;0;1;690
21;0;0;1;615
21;0;0;1;621
21;0;0;1;913
21;0;0;1;1047
21;0;0;1;681
21;0;1;2;905
21;0;1;2;927
21;0;1;2;637
21;0;1;2;1027
21;0;1;2;528
21;0;1;2;892
21;0;1;3;1051
21;0;1;3;623
21;0;1;3;696
21;0;1;3;749
21;0;1;3;423
21;0;1;3;560
21;0;1;3;562
21;0;1;3;546
21;0;1;3;428
21;0;1;3;421
21;0;1;3;771
21;0;1;3;518
21;0;1;3;509
21;0;1;3;773
21;0;1;3;664
21;0;1;3;582
21;0;1;3;475
21;0;1;3;705
21;0;1;3;606
21;0;1;3;592
21;0;1;3;520
21;0;1;3;506
21;0;1;3;546
21;0;1;3;581
22;0;0;0;831
22;0;0;0;715
22;0;0;0;984
22;0;0;0;694
22;0;0;0;641
22;0;0;0;677
22;0;0;0;757
22;0;0;0;714
22;0;0;0;634
22;0;0;0;1095
22;0;0;0;752
22;0;0;0;944
22;0;0;0;783
22;0;0;0;819
22;0;0;0;676
22;0;0;0;640
22;0;0;0;669
22;0;0;1;956
22;0;0;1;678
22;0;0;1;731
22;0;0;1;945
22;0;0;1;1397
22;0;0;1;666
22;0;0;1;632
22;0;0;1;652
22;0;0;1;847
22;0;0;1;743
22;0;0;1;871
22;0;0;1;596
22;0;0;1;739
22;0;1;2;659
22;0;1;2;949
22;0;1;2;1048
22;0;1;3;831
22;0;1;3;526
22;0;1;3;661
22;0;1;3;554
22;0;1;3;628
22;0;1;3;706
22;0;1;3;987
22;0;1;3;561
22;0;1;3;798
22;0;1;3;723
22;0;1;3;1301
22;0;1;3;604
22;0;1;3;424
22;0;1;3;732
22;0;1;3;831
22;0;1;3;550
22;0;1;3;698
22;0;1;3;1326
22;0;1;3;860
22;0;1;3;895
22;0;1;3;568
22;0;1;3;1142
22;0;1;3;430
22;0;1;3;892
22;0;1;3;871
22;0;1;3;692
22;0;1;3;698
23;0;0;0;826
23;0;0;0;703
